source,target,done,0.759574071
Trade NJD/WPG 3/8/2024,2026 4th Round (NJD/WPG),a,
Trade NJD/WSH 4/11/2021,Ryder Korczak,x,
Trade NJD/WSH 4/11/2021,Jonas Siegenthaler,x,
Trade NJD/WSH 6/22/2019,Alexei Protas,x,
Trade NJD/WSH 6/22/2019,Arseny Gritsyuk,x,
Trade NJD/WSH 6/22/2019,Case McCarthy,x,
Trade NSH/CAR 7/23/2021,Scott Morrow b.2002,a,
Trade NSH/CAR 7/23/2021,Zachary L'Heureux,a,
Trade NSH/CAR 7/23/2021,Ville Koivunen,a,
Trade NSH/CBJ 6/30/2022,Mathieu Olivier,a,
Trade NSH/CBJ 6/30/2022,Dennis Hildeby,a,
Trade NSH/CHI 2/26/2018,Philipp Kurashev,a,
Trade NSH/CHI 2/26/2018,Spencer Stastney,a,
Trade NSH/CHI 2/26/2018,Ryan Hartman,a,
Trade NSH/CHI 2/26/2018,Victor Ejdsell,,
Trade NSH/CHI 2/26/2018,Nicolas Beaudin,,
Trade NSH/COL 6/24/2023,Ryan Johansen,x,
Trade NSH/COL 6/24/2023,Alex Galchenyuk,x,
Trade NSH/DET 6/29/2023,Brady Cleveland,x,
Trade NSH/DET 6/29/2023,Felix Nilsson,a,
Trade NSH/DET 6/29/2023,Kevin Bicker,a,
Trade NSH/MIN 10/7/2020,Marat Khusnutdinov,a,
Trade NSH/MIN 10/7/2020,Adam Wilsby,a,
Trade NSH/MIN 10/7/2020,Nick Bonino,a,
Trade NSH/MIN 10/7/2020,Luke Kunin,a,
Trade NSH/MIN 10/7/2020,Eemil Viro,a,
Trade NSH/MIN 6/22/2019,Adam Beckman,a,
Trade NSH/MIN 6/22/2019,Eemil Viro,a,
Trade NSH/NJD 6/18/2025,Erik Haula,a,
Trade NSH/NJD 6/18/2025,Jeremy Hanzel,a,
Trade NSH/NJD 6/18/2025,Trenten Bennett,a,
Trade NSH/OTT 10/10/2020,Austin Watson,a,
Trade NSH/OTT 10/10/2020,Jack Matier,a,
Trade NSH/OTT 12/21/2020,Michael Carcone,x,
Trade NSH/OTT 12/21/2020,Zachary Magwood,,
Trade NSH/OTT 2/10/2011,Stefan Noesen,a,
Trade NSH/OTT 2/10/2011,Mike Fisher,,
Trade NSH/OTT 2/10/2011,Jarrod Maidens,a,
Trade NSH/OTT 6/20/2008,Erik Karlsson,x,
Trade NSH/OTT 6/20/2008,Taylor Beck,x,
Trade NSH/OTT 6/20/2008,Chet Pickard,x,
Trade NSH/OTT 6/27/2025,Cameron Reid,a,
Trade NSH/OTT 6/27/2025,Logan Hensler,a,
Trade NSH/OTT 6/27/2025,Kurban Limatov,a,
Trade NSH/PIT 3/1/2023,Mikael Granlund,x,
Trade NSH/PIT 3/1/2023,Kalan Lind,x,
Trade NSH/PIT 6/27/2014,Patric Hornqvist,x,
Trade NSH/PIT 6/27/2014,James Neal,x,
Trade NSH/PIT 6/27/2014,Nick Spaling,x,
Trade NSH/SJS 2/25/2018,John Leonard,a,
Trade NSH/SJS 2/25/2018,Troy Grosenick,a,
Trade NSH/SJS 2/25/2018,Brandon Bollig,,
Trade NSH/SJS 6/28/2014,Justin Kirkland,a,
Trade NSH/SJS 6/28/2014,Alexis Vanier,,
Trade NSH/SJS 6/28/2014,Alex Schoenborn,,
Trade NSH/SJS 7/8/2022,Luke Kunin,a,
Trade NSH/SJS 7/8/2022,John Leonard,a,
Trade NSH/SJS 7/8/2022,Jesse Kiiskinen,a,
Trade NSH/SJS 8/23/2024,Yaroslav Askarov,a,
Trade NSH/SJS 8/23/2024,Magnus Chrona,a,
Trade NSH/SJS 8/23/2024,Nolan Burke,a,
Trade NSH/SJS 8/23/2024,David Edstrom,a,
Trade NSH/SJS 8/23/2024,Ryker Lee,a,
Trade NSH/SJS 8/23/2024,Tyler Hopkins,a,
Trade NSH/TBL 2/26/2023,Tanner Jeannot,a,
Trade NSH/TBL 2/26/2023,Cal Foote,,
Trade NSH/TBL 2/26/2023,Leo Sahlin Wallenius,a,
Trade NSH/TBL 2/26/2023,Jayson Shaugabay,a,
Trade NSH/TBL 2/26/2023,Kevin Bicker,a,
Trade NSH/TBL 2/26/2023,Dylan MacKinnon,a,
Trade NSH/TBL 2/26/2023,Logan Hensler,a,
Trade NSH/WSH 3/9/2006,Semyon Varlamov,a,
Trade NSH/WSH 3/9/2006,Brendan Witt,,
Trade NSH/WSH 3/9/2006,Kris Beech,,
Trade NYI/ANA 3/6/2025,Oliver Kylington,x,
Trade NYI/BOS 10/4/2014,Brandon Carlo,x,
Trade NYI/BOS 10/4/2014,Ryan Lindgren,a,
Trade NYI/BOS 10/4/2014,Johnny Boychuk,,
Trade NYI/BUF 3/2/2015,Will Lockwwod,,
Trade NYI/BUF 3/2/2015,Chad Johnson,,
Trade NYI/BUF 3/2/2015,Michal Neuvirth,x,
Trade NYI/CGY 6/24/2017,Noah Dobson,a,
Trade NYI/CGY 6/24/2017,Samuel Bolduc,a,
Trade NYI/CGY 6/24/2017,Ruslan Iskhakov,a,
Trade NYI/CGY 6/24/2017,Travis Hamonic,,
Trade NYI/CGY 6/24/2017,Lucas Feuk,,
Trade NYI/CHI 5/24/2024,Jesse Pulkkinen,x,
Trade NYI/CHI 5/24/2024,Nikita Artamonov,x,
Trade NYI/CHI 5/24/2024,Sacha Boisvert,x,
Trade NYI/CHI 5/24/2024,Cole Eiserman,x,
Trade NYI/CHI 5/24/2024,Kamil Bednarik,x,
Trade NYI/CHI 6/25/2010,Brock Nelson,a,
Trade NYI/CHI 6/25/2010,Kent Simpson,,
Trade NYI/CHI 6/25/2010,Ludvig Rensfeldt,a,
Trade NYI/FLA 6/28/2014,Anthony Cirelli,a,
Trade NYI/FLA 6/28/2014,Juho Lammikko,,
Trade NYI/MIN 6/30/2013,Cal Clutterbuck,,
Trade NYI/MIN 6/30/2013,Nino Niederreiter,a,
Trade NYI/MIN 6/30/2013,Eamon McAdam,,
Trade NYI/MTL 7/7/2022,Frank Nazar,a,
Trade NYI/MTL 7/7/2022,Isaiah George,a,
Trade NYI/MTL 7/7/2022,Alexander Romanov,a,
Trade NYI/OTT 2/24/2020,Jean-Gabriel Pageau,a,
Trade NYI/OTT 2/24/2020,Ridly Greig,a,
Trade NYI/OTT 2/24/2020,Roni Hirvonen,a,
Trade NYI/OTT 6/26/2009,Kyle Palmieri,x,
Trade NYI/OTT 6/26/2009,Chris Campoli,,
Trade NYI/OTT 6/26/2009,Mike Comrie,,
Trade NYI/OTT 6/26/2009,Dean McAmmond,,
Trade NYI/PHI 3/4/2014,Brandon Carlo,x,
Trade NYI/PHI 3/4/2014,Ilya Sorokin,a,
Trade NYI/PHI 3/4/2014,Andrew MacDonald,,
Trade NYI/PHI 3/4/2014,Matt Mangene,x,
Trade NYI/PHX 3/9/2006,Brad Marchand,x,
Trade NYI/PHX 3/9/2006,Brett Bennett,x,
Trade NYI/PHX 3/9/2006,Oleg Kvasha,,
Trade NYI/SJS 6/5/2014,Rudolfs Balcers,x,
Trade NYI/SJS 6/5/2014,Dan Boyle,x,
Trade NYI/STL 1/27/2025,Scott Perunovich,a,
Trade NYI/STL 1/27/2025,2026 5th Round (NYI/STL),a,
Trade NYI/TBL 7/1/2017,Carter Verhaeghe,x,
Trade NYI/TBL 7/1/2017,Kristers Gudlevskis,,
Trade NYI/TOR 9/17/2015,Carter Verhaeghe,x,
Trade NYI/TOR 9/17/2015,Tom Nilsson,x,
Trade NYI/TOR 9/17/2015,Taylor Beck,x,
Trade NYI/TOR 9/17/2015,Christopher Gibson,x,
Trade NYI/TOR 9/17/2015,Michael Grabner,x,
Trade NYI/TOR 9/17/2015,Matthew Finn,x,
Trade NYI/VAN 1/30/2023,Anthony Beauvillier,x,
Trade NYI/VAN 1/30/2023,Bo Horvat,a,
Trade NYI/VAN 1/30/2023,Axel Sandin Pellikka,a,
Trade NYI/VAN 1/30/2023,Aatu Raty,a,
Trade NYI/VAN 6/28/2011,Josh Anderson,a,
Trade NYI/VAN 6/28/2011,Christian Ehrhoff,,
Trade NYI/WSH 5/1/2014,Igor Shesterkin,a,
Trade NYI/WSH 5/1/2014,Jaroslav Halak,x,
Trade NYR/ANA 6/27/2015,Carl Hagelin,x,
Trade NYR/ANA 6/27/2015,Emerson Etem,,
Trade NYR/ANA 6/27/2015,Ryan Gropp,x,
Trade NYR/ANA 6/27/2015,Julius Nattinen,,
Trade NYR/ANA 6/27/2015,Garrett Metcalf,,
Trade NYR/ARI 6/23/2017,Antti Raanta,,
Trade NYR/ARI 6/23/2017,Anthony DeAngelo,a,
Trade NYR/ARI 6/23/2017,Derek Stepan,a,
Trade NYR/ARI 6/23/2017,Lias Andersson,a,
Trade NYR/BOS 9/11/2018,Jake Schmaltz,x,
Trade NYR/BOS 9/11/2018,Steven Kampfer,,
Trade NYR/BOS 9/11/2018,Adam McQuaid,a,
Trade NYR/BOS 9/11/2018,Cade Webber,a,
Trade NYR/BUF 7/1/2019,Jimmy Vesey,x,
Trade NYR/BUF 7/1/2019,Jayden Grubbe,a,
Trade NYR/CAR 2/24/2020,Hendrix Lapierre,x,
Trade NYR/CAR 2/24/2020,Brady Skjei,a,
Trade NYR/CAR 7/1/2025,K'Andre Miller,a,
Trade NYR/CAR 7/1/2025,Scott Morrow b.2002,a,
Trade NYR/CAR 7/1/2025,2026 2nd Round (NYR/CAR),a,
Trade NYR/CAR 7/1/2025,2026/27 1st Round (NYR/CAR),a,
Trade NYR/CBJ 2/25/2019,Adam McQuaid,a,
Trade NYR/CBJ 2/25/2019,Hunter Skinner,a,
Trade NYR/CBJ 2/25/2019,Eric Ciccolini,,
Trade NYR/CBJ 2/25/2019,Julius Bergman,x,
Trade NYR/CBJ 7/23/2012,Tim Erixon,a,
Trade NYR/CBJ 7/23/2012,Steven Delisle,,
Trade NYR/CBJ 7/23/2012,Pavel Buchnevich,a,
Trade NYR/CBJ 7/23/2012,Rick Nash,a,
Trade NYR/CBJ 7/23/2012,Artem Anisimov,a,
Trade NYR/CBJ 7/23/2012,Brandon Dubinsky,,
Trade NYR/CBJ 7/23/2012,Kerby Rychel,a,
Trade NYR/COL 2/26/2018,Ryan Graves,a,
Trade NYR/COL 2/26/2018,Chris Bigras,,
Trade NYR/COL 7/7/2022,Alexandar Georgiev,x,
Trade NYR/COL 7/7/2022,Emil Pieniniemi,a,
Trade NYR/COL 7/7/2022,Maxim Barbashev,,
Trade NYR/COL 7/7/2022,Bryce Mcconnell-Barker,a,
Trade NYR/DET 2/28/2017,Brendan Smith,a,
Trade NYR/DET 2/28/2017,Jonatan Berggren,a,
Trade NYR/DET 2/28/2017,Zachary Gallant,,
Trade NYR/EDM 11/16/2018,Ryan Strome,X,
Trade NYR/EDM 11/16/2018,Ryan Spooner,a,
Trade NYR/FLA 11/8/2016,Steven Kampfer,,
Trade NYR/FLA 11/8/2016,Dylan McIlrath,a,
Trade NYR/LAK 2/5/2007,Marc-Andre Cliche,x,
Trade NYR/LAK 2/5/2007,Sean Avery,,
Trade NYR/LAK 2/5/2007,Corey Fienhage,a,
Trade NYR/LAK 2/5/2007,John Seymour,,
Trade NYR/LAK 2/5/2007,Jason Ward,,
Trade NYR/MIN 11/23/2022,Ryan Reaves,a,
Trade NYR/MIN 11/23/2022,Quinn Beauchesne,a,
Trade NYR/OTT 10/7/2019,Vladislav Namestnikov,a,
Trade NYR/OTT 10/7/2019,Kalle Vaisanen,a,
Trade NYR/OTT 10/7/2019,Nick Ebert,,
Trade NYR/OTT 2/19/2023,Tyler Motte,a,
Trade NYR/OTT 2/19/2023,Julien Gauthier,a,
Trade NYR/OTT 2/19/2023,Nicholas Vantassell,a,
Trade NYR/OTT 6/22/2018,K'Andre Miller,a,
Trade NYR/OTT 6/22/2018,Jacob Bernard-Docker,x,
Trade NYR/OTT 6/22/2018,Jonathan Tychonick,,
Trade NYR/OTT 7/18/2016,Jonatan Berggren,a,
Trade NYR/OTT 7/18/2016,Mika Zibanejad,a,
Trade NYR/OTT 7/18/2016,Derick Brassard,a,
Trade NYR/OTT 7/18/2016,Luke Loheit,,
Trade NYR/QUE 1/17/1991,Aaron Miller,x,
Trade NYR/QUE 1/17/1991,Joe Cirella,,
Trade NYR/QUE 1/17/1991,Bill Lindsay,,
Trade NYR/SEA 12/18/2024,Will Borgen,a,
Trade NYR/SEA 12/18/2024,Kaapo Kakko,a,
Trade NYR/SEA 12/18/2024,Sean Barnhill,a,
Trade NYR/SEA 12/18/2024,Samuel Jung,,
Trade NYR/SJS 3/1/2015,Noah Gregor,x,
Trade NYR/SJS 3/1/2015,James Sheppard,,
Trade NYR/SJS 6/30/2003,Ryan Callahan,x,
Trade NYR/SJS 6/30/2003,Mark Messier,,
Trade NYR/TBL 1/26/2025,Lucas Edmonds,x,
Trade NYR/TBL 1/26/2025,Ryder Korczak,x,
Trade NYR/TBL 3/5/2014,Ziyat Paigin,x,
Trade NYR/TBL 3/5/2014,Josh Ho-Sang,x,
Trade NYR/TBL 3/5/2014,Ryan Callahan,x,
Trade NYR/TBL 3/5/2014,Martin St Louis,x,
Trade NYR/TBL 3/5/2014,Anthony Beauvillier,x,
Trade NYR/TBL 3/5/2014,Oliver Kylington,x,
Trade NYR/TBL 6/1/2015,Daniel Walcott,x,
Trade NYR/TBL 6/1/2015,Ziyat Paigin,x,
Trade NYR/VAN 3/5/2014,Adam Gaudette,a,
Trade NYR/VAN 3/5/2014,Raphael Diaz,,
Trade NYR/VAN 3/6/2025,Carson Soucy,a,
Trade NYR/VAN 3/6/2025,Kieren Dervin,a,
Trade NYR/VGK 7/29/2021,Ryan Reaves,a,
Trade NYR/VGK 7/29/2021,Nicholas Moldenhauer,a,
Trade NYR/WPG 3/21/2022,Brad Lambert,a,
Trade NYR/WPG 3/21/2022,Andrew Copp,a,
Trade NYR/WPG 3/21/2022,Morgan Barron,a,
Trade NYR/WPG 3/21/2022,Elias Salomonsson,a,
Trade NYR/WPG 3/21/2022,Thomas Milic,a,
Trade NYR/WPG 3/21/2022,Dylan Roobroeck,a,
Trade OTT/ANA 10/8/2020,Erik Gudbranson,x,
Trade OTT/ANA 10/8/2020,Gage Alexander,a,
Trade OTT/ANA 7/5/2013,Stefan Noesen,a,
Trade OTT/ANA 7/5/2013,Jakob Silfverberg,,
Trade OTT/ANA 7/5/2013,Nick Ritchie,a,
Trade OTT/ANA 7/5/2013,Bobby Ryan,a,
Trade OTT/BOS 4/11/2021,Mike Reilly,a,
Trade OTT/BOS 4/11/2021,Tomas Hamara,a,
Trade OTT/BOS 6/24/2024,Mark Kastelic,x,
Trade OTT/BOS 6/24/2024,Joonas Korpisalo,x,
Trade OTT/BOS 6/24/2024,Dean Letourneau,x,
Trade OTT/BOS 6/24/2024,Linus Ullmark,x,
Trade OTT/CBJ 2/22/2019,Vitaly Abramov,a,
Trade OTT/CBJ 2/22/2019,Lassi Thomson,a,
Trade OTT/CBJ 2/22/2019,Jonathan Davidsson,a,
Trade OTT/CBJ 2/22/2019,Julius Bergman,x,
Trade OTT/CBJ 2/22/2019,Matt Duchene,a,
Trade OTT/CBJ 2/23/2019,Tyler Angle,,
Trade OTT/CBJ 2/23/2019,Anthony Duclair,a,
Trade OTT/CBJ 2/23/2019,Joel Blomqvist,a,
Trade OTT/CBJ 2/23/2019,Ryan Dzingel,a,
Trade OTT/CBJ 2/23/2019,Josh Doan,a,
Trade OTT/CBJ 6/25/2011,TJ Tynan,a,
Trade OTT/CBJ 6/25/2011,Nikita Filatov,,
Trade OTT/CHI 2/22/2023,Nikita Zaitsev,x,
Trade OTT/CHI 2/22/2023,Roman Kantserov,a,
Trade OTT/CHI 2/22/2023,2026 4th Round (OTT/CHI),x,
Trade OTT/CHI 7/7/2022,Kevin Korchinski,a,
Trade OTT/CHI 7/7/2022,AJ Spellacy,a,
Trade OTT/CHI 7/7/2022,Alex DeBrincat,a,
Trade OTT/CHI 7/7/2022,Paul Ludwinski,a,
Trade OTT/COL 2/24/2020,Vladislav Namestnikov,a,
Trade OTT/COL 2/24/2020,Jack Matier,a,
Trade OTT/DAL 7/1/2014,Mackenzie Blackwood,a,
Trade OTT/DAL 7/1/2014,Nick Paul,a,
Trade OTT/DAL 7/1/2014,Alex Chiasson,,
Trade OTT/DAL 7/1/2014,Jason Spezza,,
Trade OTT/DAL 7/8/2009,Mark Stone,a,
Trade OTT/DAL 7/8/2009,Alex Auld,,
Trade OTT/EDM 3/5/2014,Sergey Zborovskiy,x,
Trade OTT/EDM 3/5/2014,Liam Coughlin,x,
Trade OTT/EDM 3/5/2014,Ales Hemsky,x,
Trade OTT/EDM 7/15/2024,Roby Jarventie,a,
Trade OTT/EDM 7/15/2024,Xavier Bourgault,a,
Trade OTT/EDM 7/15/2024,David Lewandowski,a,
Trade OTT/EDM 7/15/2024,Jake Chiasson,a,
Trade OTT/MIN 7/12/2022,Cam Talbot,x,
Trade OTT/MIN 7/12/2022,Filip Gustavsson,x,
Trade OTT/MTL 2/24/2020,Louis Crevier,a,
Trade OTT/MTL 2/24/2020,Matthew Peca,,
Trade OTT/MTL 2/24/2020,Aaron Luchuk,x,
Trade OTT/NJD 6/24/2016,Brandon Gignac,,
Trade OTT/NJD 6/24/2016,Michael McLeod,,
Trade OTT/NJD 6/24/2016,Logan Brown,a,
Trade OTT/NSH 4/12/2021,Erik Gudbranson,x,
Trade OTT/NSH 4/12/2021,Vladimir Nikitin,a,
Trade OTT/NSH 4/12/2021,Brandon Fortunato,x,
Trade OTT/PHX 12/17/2011,Anthony Stolarz,x,
Trade OTT/PHX 12/17/2011,Kyle Turris,a,
Trade OTT/PHX 12/17/2011,David Rundblad,a,
Trade OTT/SJS 10/24/2021,Dylan Gambrell,a,
Trade OTT/SJS 10/24/2021,Adam Zlnka,,
Trade OTT/SJS 3/7/2025,Noah Gregor,x,
Trade OTT/SJS 3/7/2025,Zack Ostapchuk,x,
Trade OTT/SJS 3/7/2025,Fabian Zetterlund,x,
Trade OTT/SJS 3/7/2025,Tristen Robins,x,
Trade OTT/SJS 3/7/2025,Cole Mckinney,x,
Trade OTT/SJS 3/7/2025,Lucas Beckman,x,
Trade OTT/SJS 6/19/2018,Tyler Tullio,x,
Trade OTT/SJS 6/19/2018,Mike Hoffman b.1989,x,
Trade OTT/SJS 6/19/2018,Mikkel Boedker,x,
Trade OTT/SJS 6/19/2018,Philippe Daoust,x,
Trade OTT/SJS 6/19/2018,Julius Bergman,x,
Trade OTT/SJS 6/19/2018,Cody Donaghey,x,
Trade OTT/SJS 9/13/2018,Chris Tierney,x,
Trade OTT/SJS 9/13/2018,Joshua Norris,x,
Trade OTT/SJS 9/13/2018,Tim Stutzle,x,
Trade OTT/SJS 9/13/2018,Zack Ostapchuk,x,
Trade OTT/SJS 9/13/2018,Erik Karlsson,x,
Trade OTT/SJS 9/13/2018,Rudolfs Balcers,x,
Trade OTT/SJS 9/13/2018,Dylan DeMelo,x,
Trade OTT/SJS 9/13/2018,Jamieson Rees,x,
Trade OTT/SJS 9/13/2018,Francis Perron,x,
Trade OTT/STL 7/2/2024,Mathieu Joseph,a,
Trade OTT/STL 7/2/2024,Mateo Nobert,a,
Trade OTT/TOR 2/9/2016,Tobias Lindberg,,
Trade OTT/TOR 2/9/2016,Ryan Rupert,a,
Trade OTT/TOR 2/9/2016,Dion Phaneuf,,
Trade OTT/TOR 2/9/2016,Colin Greening,,
Trade OTT/TOR 2/9/2016,Milan Michalek,,
Trade OTT/TOR 2/9/2016,Jared Cowen,,
Trade OTT/TOR 2/9/2016,Matt Frattin,,
Trade OTT/TOR 2/9/2016,Eemeli Rasanen,,
Trade OTT/TOR 2/9/2016,Casey Bailey,,
Trade OTT/TOR 2/9/2016,Cody Donaghey,x,
Trade OTT/TOR 7/1/2019,Nikita Zaitsev,x,
Trade OTT/TOR 7/1/2019,Connor Brown,x,
Trade OTT/TOR 7/1/2019,Cody Ceci,x,
Trade OTT/TOR 7/1/2019,Alex Laferriere,x,
Trade OTT/TOR 7/1/2019,Michael Carcone,x,
Trade OTT/TOR 7/1/2019,Ben Harpur,a,
Trade OTT/TOR 7/1/2019,Aaron Luchuk,a,
Trade OTT/VAN 3/20/2022,Elias Pettersson b.2004,a,
Trade OTT/VAN 3/20/2022,Travis Hamonic,,
Trade OTT/VGK 7/28/2021,Evgenii Dadonov,a,
Trade OTT/VGK 7/28/2021,Elias Pettersson b.2004,a,
Trade OTT/VGK 7/28/2021,Nick Holden,,
Trade OTT/WPG 2/18/2020,Leevi Merilainen,x,
Trade OTT/WPG 2/18/2020,Dylan DeMelo,x,
Trade OTT/WSH 7/13/2022,Connor Brown,x,
Trade OTT/WSH 7/13/2022,Mikhail Yegorov,a,
Trade PHI/ANA 1/28/2024,Cutter Gauthier,x,
Trade PHI/ANA 1/28/2024,Jamie Drysdale,a,
Trade PHI/ANA 1/28/2024,Jack Murtagh,a,
Trade PHI/ARI 1/11/2019,Jordan Weal,x,
Trade PHI/ARI 1/11/2019,Roddy Ross,,
Trade PHI/ARI 1/11/2019,Jacob Graves,,
Trade PHI/ARI 6/16/2017,Nick Cousins,a,
Trade PHI/ARI 6/16/2017,Brendan Warren,,
Trade PHI/ARI 6/16/2017,Merrick Madsen,a,
Trade PHI/ARI 6/16/2017,Wyatte Wylie,a,
Trade PHI/CAR 7/8/2022,Anthony DeAngelo,a,
Trade PHI/CAR 7/8/2022,Harrison Brunicke,a,
Trade PHI/CAR 7/8/2022,Brandon Svoboda,a,
Trade PHI/CAR 7/8/2022,Simon Forsmark,a,
Trade PHI/CAR 7/8/2022,Alexis Gendron,a,
Trade PHI/CBJ 9/14/2025,Ivan Fedotov,a,
Trade PHI/CBJ 9/14/2025,2026 6th Round (PHI/CBJ),a,
Trade PHI/DAL 2/16/2012,Jake Guentzel,a,
Trade PHI/DAL 2/16/2012,Devin Shore,a,
Trade PHI/DAL 2/16/2012,Nicklas Grossmann,,
Trade PHI/DAL 6/24/2019,Ryan Hartman,a,
Trade PHI/DAL 6/24/2019,Tyler Pitlick,a,
Trade PHI/DET 2/19/2018,Petr Mrazek,a,
Trade PHI/DET 2/19/2018,Seth Barton,,
Trade PHI/EDM 11/4/2024,Ronnie Attard,a,
Trade PHI/EDM 11/4/2024,Ben Gleason,a,
Trade PHI/EDM 2/15/2019,Cam Talbot,x,
Trade PHI/EDM 2/15/2019,Anthony Stolarz,x,
Trade PHI/EDM 6/28/2024,Sam O'Reilly,a,
Trade PHI/EDM 6/28/2024,Henry Brzustewicz,x,
Trade PHI/FLA 3/19/2022,Claude Giroux,a,
Trade PHI/FLA 3/19/2022,Owen Tippett,a,
Trade PHI/FLA 3/19/2022,Connor Bunnaman,,
Trade PHI/FLA 3/19/2022,German Rubtsov,,
Trade PHI/FLA 3/19/2022,Clarke Caswell,a,
Trade PHI/FLA 3/19/2022,Sam O'Reilly,a,
Trade PHI/FLA 3/19/2022,Denver Barkey,a,
Trade PHI/LAK 1/6/2016,Luke Schenn,a,
Trade PHI/LAK 1/6/2016,Vincent Lecavalier,,
Trade PHI/LAK 1/6/2016,Carsen Twarynski,,
Trade PHI/LAK 1/6/2016,Jordan Weal,x,
Trade PHI/LAK 3/7/2025,Andrei Kuzmenko,a,
Trade PHI/LAK 3/7/2025,Brendan McMorrow,a,
Trade PHI/LAK 6/23/2011,Devin Shore,a,
Trade PHI/LAK 6/23/2011,Wayne Simmonds,,
Trade PHI/LAK 6/23/2011,Brayden Schenn,a,
Trade PHI/LAK 6/23/2011,Rob Bordson,,
Trade PHI/LAK 6/23/2011,Mike Richards,,
Trade PHI/LAK 7/1/2008,Jason Zucker,a,
Trade PHI/LAK 7/1/2008,Patrik Hersley,,
Trade PHI/LAK 7/1/2008,Denis Gauthier,,
Trade PHI/LAK 7/1/2008,Ned Lukacevic,,
Trade PHI/MTL 4/12/2021,Erik Gustafsson b.1992,a,
Trade PHI/MTL 4/12/2021,Miguel Tourigny,a,
Trade PHI/NSH 2/25/2019,Ryan Hartman,a,
Trade PHI/NSH 2/25/2019,Wayne Simmonds,,
Trade PHI/NSH 2/25/2019,Thimo Nickl,,
Trade PHI/NSH 6/22/2019,Egor Afanasyev,a,
Trade PHI/NSH 6/22/2019,Bobby Brink,a,
Trade PHI/NSH 6/22/2019,Alexander Campbell,,
Trade PHI/NSH/VGK 7/17/2021,Cody Glass,a,
Trade PHI/NSH/VGK 7/17/2021,Philippe Myers,a,
Trade PHI/NSH/VGK 7/17/2021,Ryan Ellis,a,
Trade PHI/NSH/VGK 7/17/2021,Nolan Patrick,,
Trade PHI/NYI 6/12/2013,Devon Toews,a,
Trade PHI/NYI 6/12/2013,Shane Harper,,
Trade PHI/NYI 6/12/2013,Mark Streit,,
Trade PHI/OTT 3/3/2023,Patrick Brown,x,
Trade PHI/OTT 3/3/2023,Ryan Macpherson,a,
Trade PHI/PHX 6/7/2011,Oskar Sundqvist,a,
Trade PHI/PHX 6/7/2011,Harrison Ruopp,,
Trade PHI/PHX 6/7/2011,Ilya Bryzgalov,a,
Trade PHI/PHX 6/7/2011,Matt Clackson,,
Trade PHI/PIT 6/27/2025,Jack Nesbitt,x,
Trade PHI/PIT 6/27/2025,Bill Zonnon,x,
Trade PHI/PIT 6/27/2025,Henry Brzustewicz,x,
Trade PHI/SEA 9/4/2025,Jon-Randall Avon,x,
Trade PHI/SEA 9/4/2025,Tucker Robertson,x,
Trade PHI/SJS 6/18/2019,Kaedan Korczak,x,
Trade PHI/SJS 6/18/2019,Justin Braun,,
Trade PHI/SJS 6/18/2019,Maxim Groshev,a,
Trade PHI/STL 6/27/2023,Eric Jamieson,a,
Trade PHI/STL 6/27/2023,Kevin Hayes,a,
Trade PHI/TBL 12/12/1998,Mike Sillinger,,
Trade PHI/TBL 12/12/1998,Chris Gratton,x,
Trade PHI/TBL 12/12/1998,Daymond Langkow,,
Trade PHI/TBL 12/12/1998,Mikael Renberg,,
Trade PHI/TBL 7/1/2010,Colton Sissons,a,
Trade PHI/TBL 7/1/2010,Andrej Meszaros,,
Trade PHI/TBL 8/20/1997,Tim Gleason,a,
Trade PHI/TBL 8/20/1997,Justin Williams,a,
Trade PHI/TBL 8/20/1997,Simon Gagne,,
Trade PHI/TBL 8/20/1997,Chris Gratton,x,
Trade PHI/TBL 8/20/1997,Maxime Ouellet,,
Trade PHI/TOR 6/23/2012,James van Riemsdyk,a,
Trade PHI/TOR 6/23/2012,Luke Schenn,a,
Trade PHI/WPG 6/3/2019,Kevin Hayes,a,
Trade PHI/WPG 6/3/2019,Harrison Blaisdell,,
Trade PHI/WSH 6/14/2019,Radko Gudas,,
Trade PHI/WSH 6/14/2019,Matt Niskanen,,
Trade PHI/WSH 6/20/2008,John Carlson,,
Trade PHI/WSH 6/20/2008,Steve Eminger,,
Trade PHI/WSH 6/20/2008,Jacob De Serres,a,
Trade PHX/BUF 3/10/2003,Andrej Sekera,a,
Trade PHX/BUF 3/10/2003,Daniel Briere,,
Trade PHX/BUF 3/10/2003,Chris Gratton,x,
Trade PHX/BUF 3/10/2003,Liam Reddox,,
Trade PHX/CGY 2/1/2006,Steven Reinprecht,x,
Trade PHX/CGY 2/1/2006,Philippe Sauve,,
Trade PHX/CGY 2/1/2006,Mike Leclerc,,
Trade PHX/CGY 2/1/2006,Brian Boucher,,
Trade PHX/NSH 6/21/2008,Roman Josi,a,
Trade PHX/NSH 6/21/2008,Colby Robak,,
Trade PHX/NSH 6/21/2008,Mathieu Brodeur,a,
Trade PHX/PIT 6/22/2012,Oskar Sundqvist,a,
Trade PHX/PIT 6/22/2012,Zbynek Michalek,,
Trade PHX/PIT 6/22/2012,Harrison Ruopp,,
Trade PHX/PIT 6/22/2012,Marc Cheverie,,
Trade PHX/TOR 2/27/2007,Roman Josi,a,
Trade PHX/TOR 2/27/2007,Yanic Perreault,,
